pesticide,microorganism,evidence_type,evidence_type_original,evidence_type_mapping_note,enzyme_class,reported_protein_name,pesticidedb_protein_id,gene_name,ncbi_accession,ncbi_protein_accession,year,doi,collection_category,uniprot_accession,pubmed_id,source_title,curation_notes,already_in_current_master_exact_accession
Pyrethroids,Pseudoalteromonas haloplanktis (Alteromonas haloplanktis),Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,estP,,,,,SUPPLEMENTED,A0A9W4VU26,,,Imported from UniProt query 'gene:estP pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Amantichitinum ursilacus,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_053937263.1,,,SUPPLEMENTED,A0A0N0GPS7,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Legionella santicrucis,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_058514398.1,,,SUPPLEMENTED,A0A0W0YSL7,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Tritonibacter horizontis,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_068248183.1,,,SUPPLEMENTED,A0A132BSU0,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Pseudooceanicola marinus,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_085889355.1,,,SUPPLEMENTED,A0A1X7A0A5,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Yoonia vestfoldensis,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_087208406.1,,,SUPPLEMENTED,A0A1Y0ED54,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Antarctobacter heliothermus,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_094033415.1,,,SUPPLEMENTED,A0A222DYS1,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Actibacterium lipolyticum,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_093965771.1,,,SUPPLEMENTED,A0A238JN30,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Falsiruegeria mediterranea M17,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_108788254.1,,,SUPPLEMENTED,A0A2R8C9N9,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Kushneria phyllosphaerae,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_108841107.1,,,SUPPLEMENTED,A0A2R8CH29,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Acinetobacter stercoris,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_121975507.1,,,SUPPLEMENTED,A0A2U3N342,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Granulosicoccus antarcticus IMCC3135,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_088918973.1,,,SUPPLEMENTED,A0A2Z2NR79,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Streptomyces hundungensis,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_120719858.1,,,SUPPLEMENTED,A0A387HCE1,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Gordonia insulae,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_197718188.1,,,SUPPLEMENTED,A0A3G8JHC1,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Methylobacterium symbioticum,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,,,,SUPPLEMENTED,A0A509EDX6,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Pandoraea terrigena,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_150611456.1,,,SUPPLEMENTED,A0A5E4SG75,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Pandoraea anhela,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_150669356.1,,,SUPPLEMENTED,A0A5E4VN02,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Candidatus Nitrosocosmicus oleophilus,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_196818217.1,,,SUPPLEMENTED,A0A654LZY4,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Occultella aeris,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_156743571.1,,,SUPPLEMENTED,A0A7M4DS74,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Zestomonas carbonaria,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,,,,SUPPLEMENTED,A0A7U7I9W8,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Cupriavidus pinatubonensis,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_224000379.1,,,SUPPLEMENTED,A0ABN7Y0N6,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Comamonas brasiliensis,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase (EC 3.1.1.88),,pytH,,WP_211455496.1,,,SUPPLEMENTED,A0ABS5LLH5,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
Pyrethroids,Sphingobium faniae,Gene Only,Publication-linked enzyme record; manual verification required,Conservative mapping: publication-linked record without clear purified or whole-cell activity wording.,Hydrolase,Pyrethroid hydrolase,,pytH,,,,,SUPPLEMENTED,D0VUS3,,,Imported from UniProt query 'gene:pytH pyrethroid hydrolase'. UniProt reviewed status: unreviewed. Keep only if manual review confirms pesticide-degradation activity in the cited paper.,NO
